"Datum";"Präfix";"Wasserstand(GOK) [cm u. GOK]";"Hinweise"
01.09.2012;"";545;"Geprüft"
08.09.2012;"";546;"Geprüft"
15.09.2012;"";546;"Geprüft"
22.09.2012;"";547;"Geprüft"
01.10.2012;"";548;"Geprüft"
08.10.2012;"";550;"Geprüft"
15.10.2012;"";550;"Geprüft"
22.10.2012;"";551;"Geprüft"
01.11.2012;"";552;"Geprüft"
08.11.2012;"";554;"Geprüft"
15.11.2012;"";554;"Geprüft"
22.11.2012;"";555;"Geprüft"
01.12.2012;"";555;"Geprüft"
08.12.2012;"";555;"Geprüft"
15.12.2012;"";554;"Geprüft"
22.12.2012;"";554;"Geprüft"
01.01.2013;"";554;"Geprüft"
08.01.2013;"";554;"Geprüft"
15.01.2013;"";554;"Geprüft"
22.01.2013;"";554;"Geprüft"
01.02.2013;"";554;"Geprüft"
08.02.2013;"";554;"Geprüft"
15.02.2013;"";554;"Geprüft"
22.02.2013;"";554;"Geprüft"
01.03.2013;"";554;"Geprüft"
08.03.2013;"";555;"Geprüft"
15.03.2013;"";555;"Geprüft"
22.03.2013;"";556;"Geprüft"
01.04.2013;"";556;"Geprüft"
08.04.2013;"";556;"Geprüft"
15.04.2013;"";555;"Geprüft"
22.04.2013;"";555;"Geprüft"
01.05.2013;"";555;"Geprüft"
08.05.2013;"";556;"Geprüft"
15.05.2013;"";556;"Geprüft"
22.05.2013;"";556;"Geprüft"
01.06.2013;"";555;"Geprüft"
08.06.2013;"";555;"Geprüft"
15.06.2013;"";555;"Geprüft"
22.06.2013;"";555;"Geprüft"
01.07.2013;"";555;"Geprüft"
08.07.2013;"";555;"Geprüft"
15.07.2013;"";555;"Geprüft"
22.07.2013;"";555;"Geprüft"
01.08.2013;"";555;"Geprüft"
08.08.2013;"";555;"Geprüft"
15.08.2013;"";555;"Geprüft"
22.08.2013;"";556;"Geprüft"
01.09.2013;"";556;"Geprüft"
08.09.2013;"";556;"Geprüft"
15.09.2013;"";556;"Geprüft"
22.09.2013;"";556;"Geprüft"
01.10.2013;"";556;"Geprüft"
08.10.2013;"";556;"Geprüft"
15.10.2013;"";556;"Geprüft"
22.10.2013;"";556;"Geprüft"
01.11.2013;"";557;"Geprüft"
08.11.2013;"";558;"Geprüft"
15.11.2013;"";558;"Geprüft"
22.11.2013;"";558;"Geprüft"
01.12.2013;"";559;"Geprüft"
08.12.2013;"";558;"Geprüft"
15.12.2013;"";557;"Geprüft"
22.12.2013;"";557;"Geprüft"
01.01.2014;"";556;"Geprüft"
08.01.2014;"";557;"Geprüft"
15.01.2014;"";557;"Geprüft"
22.01.2014;"";558;"Geprüft"
01.02.2014;"";558;"Geprüft"
08.02.2014;"";558;"Geprüft"
15.02.2014;"";559;"Geprüft"
22.02.2014;"";560;"Geprüft"
01.03.2014;"";560;"Geprüft"
08.03.2014;"";560;"Geprüft"
15.03.2014;"";560;"Geprüft"
22.03.2014;"";560;"Geprüft"
01.04.2014;"";560;"Geprüft"
08.04.2014;"";560;"Geprüft"
15.04.2014;"";560;"Geprüft"
22.04.2014;"";561;"Geprüft"
01.05.2014;"";561;"Geprüft"
08.05.2014;"";562;"Geprüft"
15.05.2014;"";562;"Geprüft"
22.05.2014;"";563;"Geprüft"
01.06.2014;"";563;"Geprüft"
08.06.2014;"";564;"Geprüft"
15.06.2014;"";564;"Geprüft"
22.06.2014;"";564;"Geprüft"
01.07.2014;"";565;"Geprüft"
08.07.2014;"";566;"Geprüft"
15.07.2014;"";566;"Geprüft"
22.07.2014;"";566;"Geprüft"
01.08.2014;"";566;"Geprüft"
08.08.2014;"";566;"Geprüft"
15.08.2014;"";567;"Geprüft"
22.08.2014;"";568;"Geprüft"
01.09.2014;"";568;"Geprüft"
08.09.2014;"";569;"Geprüft"
15.09.2014;"";570;"Geprüft"
22.09.2014;"";571;"Geprüft"
01.10.2014;"";570;"Geprüft"
08.10.2014;"";570;"Geprüft"
15.10.2014;"";571;"Geprüft"
22.10.2014;"";572;"Geprüft"
01.11.2014;"";572;"Geprüft"
08.11.2014;"";572;"Geprüft"
15.11.2014;"";572;"Geprüft"
22.11.2014;"";571;"Geprüft"
01.12.2014;"";571;"Geprüft"
08.12.2014;"";572;"Geprüft"
15.12.2014;"";573;"Geprüft"
22.12.2014;"";573;"Geprüft"
01.01.2015;"";573;"Geprüft"
08.01.2015;"";573;"Geprüft"
15.01.2015;"";573;"Geprüft"
22.01.2015;"";574;"Geprüft"
01.02.2015;"";574;"Geprüft"
08.02.2015;"";574;"Geprüft"
15.02.2015;"";574;"Geprüft"
22.02.2015;"";574;"Geprüft"
01.03.2015;"";574;"Geprüft"
08.03.2015;"";574;"Geprüft"
15.03.2015;"";575;"Geprüft"
22.03.2015;"";575;"Geprüft"
01.04.2015;"";575;"Geprüft"
08.04.2015;"";576;"Geprüft"
15.04.2015;"";576;"Geprüft"
22.04.2015;"";577;"Geprüft"
01.05.2015;"";577;"Geprüft"
08.05.2015;"";578;"Geprüft"
15.05.2015;"";578;"Geprüft"
22.05.2015;"";579;"Geprüft"
01.06.2015;"";579;"Geprüft"
08.06.2015;"";580;"Geprüft"
15.06.2015;"";580;"Geprüft"
22.06.2015;"";580;"Geprüft"
01.07.2015;"";581;"Geprüft"
08.07.2015;"";582;"Geprüft"
15.07.2015;"";583;"Geprüft"
22.07.2015;"";584;"Geprüft"
01.08.2015;"";584;"Geprüft"
08.08.2015;"";585;"Geprüft"
15.08.2015;"";585;"Geprüft"
22.08.2015;"";584;"Geprüft"
01.09.2015;"";584;"Geprüft"
08.09.2015;"";585;"Geprüft"
15.09.2015;"";585;"Geprüft"
22.09.2015;"";585;"Geprüft"
01.10.2015;"";585;"Geprüft"
08.10.2015;"";585;"Geprüft"
15.10.2015;"";586;"Geprüft"
22.10.2015;"";587;"Geprüft"
01.11.2015;"";587;"Geprüft"
08.11.2015;"";587;"Geprüft"
15.11.2015;"";588;"Geprüft"
22.11.2015;"";590;"Geprüft"
01.12.2015;"";590;"Geprüft"
08.12.2015;"";589;"Geprüft"
15.12.2015;"";589;"Geprüft"
22.12.2015;"";588;"Geprüft"
01.01.2016;"";589;"Geprüft"
08.01.2016;"";589;"Geprüft"
15.01.2016;"";589;"Geprüft"
22.01.2016;"";589;"Geprüft"
01.02.2016;"";589;"Geprüft"
08.02.2016;"";589;"Geprüft"
15.02.2016;"";589;"Geprüft"
22.02.2016;"";589;"Geprüft"
01.03.2016;"";589;"Geprüft"
08.03.2016;"";589;"Geprüft"
15.03.2016;"";590;"Geprüft"
22.03.2016;"";591;"Geprüft"
01.04.2016;"";591;"Geprüft"
08.04.2016;"";592;"Geprüft"
15.04.2016;"";592;"Geprüft"
22.04.2016;"";592;"Geprüft"
01.05.2016;"";592;"Geprüft"
08.05.2016;"";592;"Geprüft"
15.05.2016;"";592;"Geprüft"
22.05.2016;"";593;"Geprüft"
01.06.2016;"";593;"Geprüft"
08.06.2016;"";593;"Geprüft"
15.06.2016;"";593;"Geprüft"
22.06.2016;"";593;"Geprüft"
01.07.2016;"";593;"Geprüft"
08.07.2016;"";593;"Geprüft"
15.07.2016;"";594;"Geprüft"
22.07.2016;"";595;"Geprüft"
01.08.2016;"";595;"Geprüft"
08.08.2016;"";595;"Geprüft"
15.08.2016;"";595;"Geprüft"
22.08.2016;"";596;"Geprüft"
01.09.2016;"";596;"Geprüft"
08.09.2016;"";597;"Geprüft"
15.09.2016;"";597;"Geprüft"
22.09.2016;"";597;"Geprüft"
01.01.2020;"";624;"Geprüft"
08.01.2020;"";626;"Geprüft"
15.01.2020;"";626;"Geprüft"
22.01.2020;"";626;"Geprüft"
01.02.2020;"";626;"Geprüft"
08.02.2020;"";626;"Geprüft"
15.02.2020;"";625;"Geprüft"
22.02.2020;"";627;"Geprüft"
01.03.2020;"";626;"Geprüft"
08.03.2020;"";625;"Geprüft"
15.03.2020;"";625;"Geprüft"
22.03.2020;"";624;"Geprüft"
01.04.2020;"";624;"Geprüft"
08.04.2020;"";627;"Geprüft"
15.04.2020;"";625;"Geprüft"
22.04.2020;"";625;"Geprüft"
01.05.2020;"";626;"Geprüft"
08.05.2020;"";625;"Geprüft"
15.05.2020;"";626;"Geprüft"
22.05.2020;"";626;"Geprüft"
01.06.2020;"";628;"Geprüft"
08.06.2020;"";627;"Geprüft"
15.06.2020;"";627;"Geprüft"
22.06.2020;"";628;"Geprüft"
01.07.2020;"";629;"Geprüft"
08.07.2020;"";628;"Geprüft"
15.07.2020;"";629;"Geprüft"
22.07.2020;"";628;"Geprüft"
01.08.2020;"";628;"Geprüft"
08.08.2020;"";629;"Geprüft"
15.08.2020;"";630;"Geprüft"
22.08.2020;"";630;"Geprüft"
01.09.2020;"";630;"Geprüft"
08.09.2020;"";631;"Geprüft"
15.09.2020;"";631;"Geprüft"
22.09.2020;"";631;"Geprüft"
01.10.2020;"";631;"Geprüft"
08.10.2020;"";631;"Geprüft"
15.10.2020;"";630;"Geprüft"
22.10.2020;"";632;"Geprüft"
01.11.2020;"";631;"Geprüft"
08.11.2020;"";631;"Geprüft"
15.11.2020;"";632;"Geprüft"
22.11.2020;"";631;"Geprüft"
01.12.2020;"";632;"Geprüft"
08.12.2020;"";631;"Geprüft"
15.12.2020;"";632;"Geprüft"
22.12.2020;"";632;"Geprüft"
01.01.2021;"";633;"Geprüft"
08.01.2021;"";634;"Geprüft"
15.01.2021;"";634;"Geprüft"
22.01.2021;"";634;"Geprüft"
01.02.2021;"";634;"Geprüft"
08.02.2021;"";634;"Geprüft"
15.02.2021;"";633;"Geprüft"
22.02.2021;"";633;"Geprüft"
01.03.2021;"";633;"Geprüft"
08.03.2021;"";631;"Geprüft"
15.03.2021;"";632;"Geprüft"
22.03.2021;"";630;"Geprüft"
01.04.2021;"";631;"Geprüft"
08.04.2021;"";631;"Geprüft"
15.04.2021;"";632;"Geprüft"
22.04.2021;"";633;"Geprüft"
01.05.2021;"";631;"Geprüft"
08.05.2021;"";632;"Geprüft"
15.05.2021;"";632;"Geprüft"
22.05.2021;"";632;"Geprüft"
01.06.2021;"";631;"Geprüft"
08.06.2021;"";633;"Geprüft"
15.06.2021;"";633;"Geprüft"
22.06.2021;"";634;"Geprüft"
01.07.2021;"";635;"Geprüft"
08.07.2021;"";634;"Geprüft"
15.07.2021;"";632;"Geprüft"
22.07.2021;"";630;"Geprüft"
01.08.2021;"";631;"Geprüft"
08.08.2021;"";633;"Geprüft"
15.08.2021;"";633;"Geprüft"
22.08.2021;"";634;"Geprüft"
01.09.2021;"";634;"Geprüft"
08.09.2021;"";634;"Geprüft"
15.09.2021;"";634;"Geprüft"
22.09.2021;"";635;"Geprüft"
01.10.2021;"";635;"Geprüft"
08.10.2021;"";635;"Geprüft"
15.10.2021;"";634;"Geprüft"
22.10.2021;"";635;"Geprüft"
01.11.2021;"";634;"Geprüft"
08.11.2021;"";634;"Geprüft"
15.11.2021;"";635;"Geprüft"
22.11.2021;"";635;"Geprüft"
01.12.2021;"";634;"Geprüft"
08.12.2021;"";634;"Geprüft"
15.12.2021;"";634;"Geprüft"
22.12.2021;"";635;"Geprüft"
01.01.2022;"";634;"Geprüft"
08.01.2022;"";635;"Geprüft"
15.01.2022;"";634;"Geprüft"
22.01.2022;"";634;"Geprüft"
01.02.2022;"";634;"Geprüft"
08.02.2022;"";633;"Geprüft"
15.02.2022;"";634;"Geprüft"
22.02.2022;"";634;"Geprüft"
03.03.2022;"";631;"Geprüft"
08.03.2022;"";631;"Geprüft"
15.03.2022;"";631;"Geprüft"
22.03.2022;"";630;"Geprüft"
01.04.2022;"";631;"Geprüft"
08.04.2022;"";631;"Geprüft"
15.04.2022;"";632;"Geprüft"
22.04.2022;"";633;"Geprüft"
01.05.2022;"";632;"Geprüft"
08.05.2022;"";631;"Geprüft"
15.05.2022;"";631;"Geprüft"
22.05.2022;"";636;"Geprüft"
01.06.2022;"";636;"Geprüft"
08.06.2022;"";636;"Geprüft"
15.06.2022;"";635;"Geprüft"
22.06.2022;"";634;"Geprüft"
01.07.2022;"";635;"Geprüft"
08.07.2022;"";634;"Geprüft"
15.07.2022;"";635;"Geprüft"
21.07.2022;"";636;"Geprüft"
01.08.2022;"";635;"Geprüft"
08.08.2022;"";634;"Geprüft"
15.08.2022;"";633;"Geprüft"
22.08.2022;"";633;"Geprüft"
01.09.2022;"";636;"Ungeprüft"
08.09.2022;"";635;"Geprüft"
15.09.2022;"";636;"Ungeprüft"
22.09.2022;"";637;"Ungeprüft"
01.10.2022;"";638;"Ungeprüft"
08.10.2022;"";637;"Ungeprüft"
15.10.2022;"";638;"Ungeprüft"
22.10.2022;"";638;"Ungeprüft"
01.11.2022;"";638;"Ungeprüft"
08.11.2022;"";638;"Ungeprüft"
15.11.2022;"";638;"Ungeprüft"
22.11.2022;"";638;"Ungeprüft"
01.12.2022;"";638;"Ungeprüft"
08.12.2022;"";639;"Ungeprüft"
15.12.2022;"";640;"Ungeprüft"
22.12.2022;"";639;"Ungeprüft"
01.01.2023;"";639;"Ungeprüft"
01.02.2023;"";638;"Ungeprüft"
08.02.2023;"";639;"Ungeprüft"
15.02.2023;"";639;"Ungeprüft"
22.02.2023;"";639;"Ungeprüft"
02.03.2023;"";639;"Ungeprüft"
08.03.2023;"";639;"Ungeprüft"
15.03.2023;"";640;"Ungeprüft"
22.03.2023;"";638;"Ungeprüft"
01.04.2023;"";639;"Ungeprüft"
08.04.2023;"";636;"Ungeprüft"
15.04.2023;"";635;"Ungeprüft"
22.04.2023;"";634;"Ungeprüft"
01.05.2023;"";634;"Ungeprüft"
08.05.2023;"";634;"Ungeprüft"
15.05.2023;"";636;"Ungeprüft"
22.05.2023;"";634;"Ungeprüft"
