"Datum";"Präfix";"Wasserstand(GOK) [cm u. GOK]";"Hinweise"
15.05.1999;"";616;"Geprüft"
22.05.1999;"";615;"Geprüft"
01.06.1999;"";615;"Geprüft"
08.06.1999;"";615;"Geprüft"
15.06.1999;"";615;"Geprüft"
22.06.1999;"";615;"Geprüft"
01.07.1999;"";614;"Geprüft"
08.07.1999;"";614;"Geprüft"
15.07.1999;"";615;"Geprüft"
22.07.1999;"";616;"Geprüft"
01.08.1999;"";616;"Geprüft"
08.08.1999;"";617;"Geprüft"
15.08.1999;"";618;"Geprüft"
22.08.1999;"";618;"Geprüft"
01.09.1999;"";619;"Geprüft"
08.09.1999;"";620;"Geprüft"
15.09.1999;"";620;"Geprüft"
22.09.1999;"";621;"Geprüft"
01.10.1999;"";622;"Geprüft"
08.10.1999;"";622;"Geprüft"
15.10.1999;"";622;"Geprüft"
22.10.1999;"";622;"Geprüft"
01.11.1999;"";622;"Geprüft"
08.11.1999;"";622;"Geprüft"
15.11.1999;"";622;"Geprüft"
22.11.1999;"";622;"Geprüft"
01.12.1999;"";623;"Geprüft"
08.12.1999;"";624;"Geprüft"
15.12.1999;"";624;"Geprüft"
22.12.1999;"";623;"Geprüft"
01.01.2000;"";623;"Geprüft"
08.01.2000;"";623;"Geprüft"
15.01.2000;"";623;"Geprüft"
22.01.2000;"";623;"Geprüft"
01.02.2000;"";622;"Geprüft"
08.02.2000;"";622;"Geprüft"
15.02.2000;"";622;"Geprüft"
22.02.2000;"";622;"Geprüft"
01.03.2000;"";622;"Geprüft"
08.03.2000;"";622;"Geprüft"
15.03.2000;"";621;"Geprüft"
22.03.2000;"";619;"Geprüft"
01.04.2000;"";618;"Geprüft"
08.04.2000;"";618;"Geprüft"
15.04.2000;"";619;"Geprüft"
22.04.2000;"";619;"Geprüft"
01.05.2000;"";622;"Geprüft"
08.05.2000;"";624;"Geprüft"
15.05.2000;"";626;"Geprüft"
22.05.2000;"";626;"Geprüft"
01.06.2000;"";622;"Geprüft"
08.06.2000;"";622;"Geprüft"
15.06.2000;"";623;"Geprüft"
22.06.2000;"";624;"Geprüft"
01.07.2000;"";624;"Geprüft"
08.07.2000;"";624;"Geprüft"
15.07.2000;"";624;"Geprüft"
22.07.2000;"";624;"Geprüft"
01.08.2000;"";624;"Geprüft"
08.08.2000;"";624;"Geprüft"
15.08.2000;"";624;"Geprüft"
22.08.2000;"";624;"Geprüft"
01.09.2000;"";624;"Geprüft"
08.09.2000;"";624;"Geprüft"
15.09.2000;"";624;"Geprüft"
22.09.2000;"";625;"Geprüft"
01.10.2000;"";625;"Geprüft"
08.10.2000;"";625;"Geprüft"
15.10.2000;"";625;"Geprüft"
22.10.2000;"";626;"Geprüft"
01.11.2000;"";626;"Geprüft"
08.11.2000;"";626;"Geprüft"
15.11.2000;"";626;"Geprüft"
22.11.2000;"";626;"Geprüft"
01.12.2000;"";626;"Geprüft"
08.12.2000;"";626;"Geprüft"
15.12.2000;"";626;"Geprüft"
22.12.2000;"";627;"Geprüft"
01.01.2001;"";627;"Geprüft"
08.01.2001;"";627;"Geprüft"
15.01.2001;"";627;"Geprüft"
22.01.2001;"";627;"Geprüft"
01.02.2001;"";628;"Geprüft"
08.02.2001;"";628;"Geprüft"
15.02.2001;"";628;"Geprüft"
22.02.2001;"";627;"Geprüft"
01.03.2001;"";627;"Geprüft"
08.03.2001;"";628;"Geprüft"
15.03.2001;"";628;"Geprüft"
22.03.2001;"";628;"Geprüft"
01.04.2001;"";627;"Geprüft"
08.04.2001;"";626;"Geprüft"
15.04.2001;"";626;"Geprüft"
22.04.2001;"";626;"Geprüft"
01.05.2001;"";626;"Geprüft"
08.05.2001;"";627;"Geprüft"
15.05.2001;"";627;"Geprüft"
22.05.2001;"";628;"Geprüft"
01.06.2001;"";628;"Geprüft"
08.06.2001;"";628;"Geprüft"
15.06.2001;"";628;"Geprüft"
22.06.2001;"";628;"Geprüft"
01.07.2001;"";628;"Geprüft"
08.07.2001;"";628;"Geprüft"
15.07.2001;"";629;"Geprüft"
22.07.2001;"";629;"Geprüft"
01.08.2001;"";630;"Geprüft"
08.08.2001;"";630;"Geprüft"
15.08.2001;"";630;"Geprüft"
22.08.2001;"";631;"Geprüft"
01.09.2001;"";631;"Geprüft"
08.09.2001;"";631;"Geprüft"
15.09.2001;"";631;"Geprüft"
22.09.2001;"";630;"Geprüft"
01.10.2001;"";631;"Geprüft"
08.10.2001;"";630;"Geprüft"
15.10.2001;"";630;"Geprüft"
22.10.2001;"";630;"Geprüft"
01.11.2001;"";630;"Geprüft"
08.11.2001;"";631;"Geprüft"
15.11.2001;"";630;"Geprüft"
22.11.2001;"";629;"Geprüft"
01.12.2001;"";629;"Geprüft"
08.12.2001;"";630;"Geprüft"
15.12.2001;"";630;"Geprüft"
22.12.2001;"";630;"Geprüft"
01.01.2002;"";629;"Geprüft"
08.01.2002;"";629;"Geprüft"
15.01.2002;"";629;"Geprüft"
22.01.2002;"";628;"Geprüft"
01.02.2002;"";626;"Geprüft"
08.02.2002;"";626;"Geprüft"
15.02.2002;"";625;"Geprüft"
22.02.2002;"";624;"Geprüft"
01.03.2002;"";622;"Geprüft"
08.03.2002;"";620;"Geprüft"
15.03.2002;"";618;"Geprüft"
22.03.2002;"";618;"Geprüft"
01.04.2002;"";617;"Geprüft"
08.04.2002;"";617;"Geprüft"
15.04.2002;"";617;"Geprüft"
22.04.2002;"";615;"Geprüft"
01.05.2002;"";615;"Geprüft"
08.05.2002;"";613;"Geprüft"
15.05.2002;"";613;"Geprüft"
22.05.2002;"";613;"Geprüft"
01.06.2002;"";612;"Geprüft"
08.06.2002;"";611;"Geprüft"
15.06.2002;"";610;"Geprüft"
22.06.2002;"";610;"Geprüft"
01.07.2002;"";613;"Geprüft"
08.07.2002;"";615;"Geprüft"
15.07.2002;"";615;"Geprüft"
22.07.2002;"";614;"Geprüft"
01.08.2002;"";610;"Geprüft"
08.08.2002;"";608;"Geprüft"
15.08.2002;"";606;"Geprüft"
22.08.2002;"";606;"Geprüft"
01.09.2002;"";604;"Geprüft"
08.09.2002;"";603;"Geprüft"
15.09.2002;"";603;"Geprüft"
22.09.2002;"";602;"Geprüft"
01.10.2002;"";602;"Geprüft"
08.10.2002;"";601;"Geprüft"
15.10.2002;"";601;"Geprüft"
22.10.2002;"";601;"Geprüft"
01.11.2002;"";600;"Geprüft"
08.11.2002;"";600;"Geprüft"
15.11.2002;"";599;"Geprüft"
22.11.2002;"";598;"Geprüft"
01.12.2002;"";597;"Geprüft"
08.12.2002;"";596;"Geprüft"
15.12.2002;"";596;"Geprüft"
22.12.2002;"";595;"Geprüft"
01.01.2003;"";595;"Geprüft"
08.01.2003;"";594;"Geprüft"
15.01.2003;"";593;"Geprüft"
22.01.2003;"";592;"Geprüft"
01.02.2003;"";591;"Geprüft"
08.02.2003;"";590;"Geprüft"
15.02.2003;"";590;"Geprüft"
22.02.2003;"";590;"Geprüft"
01.03.2003;"";589;"Geprüft"
08.03.2003;"";588;"Geprüft"
15.03.2003;"";587;"Geprüft"
22.03.2003;"";587;"Geprüft"
01.04.2003;"";587;"Geprüft"
08.04.2003;"";586;"Geprüft"
15.04.2003;"";585;"Geprüft"
22.04.2003;"";585;"Geprüft"
01.05.2003;"";585;"Geprüft"
08.05.2003;"";585;"Geprüft"
15.05.2003;"";583;"Geprüft"
22.05.2003;"";582;"Geprüft"
01.06.2003;"";582;"Geprüft"
08.06.2003;"";583;"Geprüft"
15.06.2003;"";583;"Geprüft"
22.06.2003;"";583;"Geprüft"
01.07.2003;"";583;"Geprüft"
08.07.2003;"";582;"Geprüft"
15.07.2003;"";582;"Geprüft"
22.07.2003;"";582;"Geprüft"
01.08.2003;"";583;"Geprüft"
08.08.2003;"";585;"Geprüft"
15.08.2003;"";585;"Geprüft"
22.08.2003;"";585;"Geprüft"
01.09.2003;"";585;"Geprüft"
08.09.2003;"";585;"Geprüft"
15.09.2003;"";585;"Geprüft"
22.09.2003;"";585;"Geprüft"
01.10.2003;"";585;"Geprüft"
08.10.2003;"";585;"Geprüft"
15.10.2003;"";585;"Geprüft"
22.10.2003;"";585;"Geprüft"
01.11.2003;"";586;"Geprüft"
08.11.2003;"";586;"Geprüft"
15.11.2003;"";586;"Geprüft"
22.11.2003;"";586;"Geprüft"
01.12.2003;"";587;"Geprüft"
08.12.2003;"";587;"Geprüft"
15.12.2003;"";587;"Geprüft"
22.12.2003;"";587;"Geprüft"
01.01.2004;"";588;"Geprüft"
08.01.2004;"";589;"Geprüft"
15.01.2004;"";587;"Geprüft"
22.01.2004;"";586;"Geprüft"
01.02.2004;"";586;"Geprüft"
08.02.2004;"";586;"Geprüft"
15.02.2004;"";585;"Geprüft"
22.02.2004;"";584;"Geprüft"
01.03.2004;"";586;"Geprüft"
08.03.2004;"";586;"Geprüft"
15.03.2004;"";585;"Geprüft"
22.03.2004;"";585;"Geprüft"
01.04.2004;"";585;"Geprüft"
08.04.2004;"";586;"Geprüft"
15.04.2004;"";587;"Geprüft"
22.04.2004;"";588;"Geprüft"
01.05.2004;"";588;"Geprüft"
08.05.2004;"";588;"Geprüft"
15.05.2004;"";589;"Geprüft"
22.05.2004;"";591;"Geprüft"
01.06.2004;"";591;"Geprüft"
08.06.2004;"";592;"Geprüft"
15.06.2004;"";592;"Geprüft"
22.06.2004;"";592;"Geprüft"
01.07.2004;"";592;"Geprüft"
08.07.2004;"";593;"Geprüft"
15.07.2004;"";593;"Geprüft"
22.07.2004;"";592;"Geprüft"
01.08.2004;"";594;"Geprüft"
08.08.2004;"";595;"Geprüft"
15.08.2004;"";596;"Geprüft"
22.08.2004;"";597;"Geprüft"
01.09.2004;"";598;"Geprüft"
08.09.2004;"";599;"Geprüft"
15.09.2004;"";599;"Geprüft"
22.09.2004;"";598;"Geprüft"
01.10.2004;"";598;"Geprüft"
08.10.2004;"";599;"Geprüft"
15.10.2004;"";600;"Geprüft"
22.10.2004;"";600;"Geprüft"
01.11.2004;"";600;"Geprüft"
08.11.2004;"";601;"Geprüft"
15.11.2004;"";601;"Geprüft"
22.11.2004;"";601;"Geprüft"
01.12.2004;"";601;"Geprüft"
08.12.2004;"";602;"Geprüft"
15.12.2004;"";602;"Geprüft"
22.12.2004;"";602;"Geprüft"
01.01.2005;"";602;"Geprüft"
08.01.2005;"";602;"Geprüft"
15.01.2005;"";602;"Geprüft"
22.01.2005;"";602;"Geprüft"
01.02.2005;"";602;"Geprüft"
08.02.2005;"";603;"Geprüft"
15.02.2005;"";603;"Geprüft"
22.02.2005;"";602;"Geprüft"
01.03.2005;"";602;"Geprüft"
08.03.2005;"";602;"Geprüft"
15.03.2005;"";602;"Geprüft"
22.03.2005;"";602;"Geprüft"
01.04.2005;"";602;"Geprüft"
08.04.2005;"";601;"Geprüft"
15.04.2005;"";602;"Geprüft"
22.04.2005;"";603;"Geprüft"
01.05.2005;"";603;"Geprüft"
08.05.2005;"";603;"Geprüft"
15.05.2005;"";603;"Geprüft"
22.05.2005;"";603;"Geprüft"
01.06.2005;"";604;"Geprüft"
08.06.2005;"";605;"Geprüft"
15.06.2005;"";605;"Geprüft"
22.06.2005;"";605;"Geprüft"
01.07.2005;"";605;"Geprüft"
08.07.2005;"";606;"Geprüft"
15.07.2005;"";606;"Geprüft"
22.07.2005;"";607;"Geprüft"
01.08.2005;"";607;"Geprüft"
08.08.2005;"";607;"Geprüft"
15.08.2005;"";607;"Geprüft"
22.08.2005;"";607;"Geprüft"
01.09.2005;"";608;"Geprüft"
08.09.2005;"";609;"Geprüft"
15.09.2005;"";609;"Geprüft"
22.09.2005;"";609;"Geprüft"
01.10.2005;"";609;"Geprüft"
08.10.2005;"";609;"Geprüft"
15.10.2005;"";609;"Geprüft"
22.10.2005;"";609;"Geprüft"
01.11.2005;"";609;"Geprüft"
08.11.2005;"";609;"Geprüft"
15.11.2005;"";609;"Geprüft"
22.11.2005;"";609;"Geprüft"
01.12.2005;"";609;"Geprüft"
08.12.2005;"";609;"Geprüft"
15.12.2005;"";609;"Geprüft"
22.12.2005;"";609;"Geprüft"
01.01.2006;"";609;"Geprüft"
08.01.2006;"";608;"Geprüft"
15.01.2006;"";607;"Geprüft"
22.01.2006;"";607;"Geprüft"
01.02.2006;"";607;"Geprüft"
08.02.2006;"";607;"Geprüft"
15.02.2006;"";607;"Geprüft"
22.02.2006;"";606;"Geprüft"
01.03.2006;"";606;"Geprüft"
08.03.2006;"";605;"Geprüft"
15.03.2006;"";605;"Geprüft"
22.03.2006;"";605;"Geprüft"
01.04.2006;"";604;"Geprüft"
08.04.2006;"";602;"Geprüft"
15.04.2006;"";602;"Geprüft"
22.04.2006;"";601;"Geprüft"
01.05.2006;"";600;"Geprüft"
08.05.2006;"";599;"Geprüft"
15.05.2006;"";599;"Geprüft"
22.05.2006;"";599;"Geprüft"
01.06.2006;"";599;"Geprüft"
08.06.2006;"";600;"Geprüft"
15.06.2006;"";600;"Geprüft"
22.06.2006;"";600;"Geprüft"
01.07.2006;"";600;"Geprüft"
08.07.2006;"";600;"Geprüft"
15.07.2006;"";600;"Geprüft"
22.07.2006;"";601;"Geprüft"
01.08.2006;"";601;"Geprüft"
08.08.2006;"";602;"Geprüft"
15.08.2006;"";602;"Geprüft"
22.08.2006;"";602;"Geprüft"
01.09.2006;"";602;"Geprüft"
08.09.2006;"";603;"Geprüft"
15.09.2006;"";603;"Geprüft"
22.09.2006;"";603;"Geprüft"
01.10.2006;"";603;"Geprüft"
08.10.2006;"";603;"Geprüft"
15.10.2006;"";603;"Geprüft"
22.10.2006;"";603;"Geprüft"
01.11.2006;"";603;"Geprüft"
08.11.2006;"";603;"Geprüft"
15.11.2006;"";603;"Geprüft"
22.11.2006;"";603;"Geprüft"
01.12.2006;"";603;"Geprüft"
08.12.2006;"";604;"Geprüft"
15.12.2006;"";604;"Geprüft"
22.12.2006;"";605;"Geprüft"
01.01.2007;"";605;"Geprüft"
08.01.2007;"";606;"Geprüft"
15.01.2007;"";606;"Geprüft"
22.01.2007;"";606;"Geprüft"
01.02.2007;"";605;"Geprüft"
08.02.2007;"";605;"Geprüft"
15.02.2007;"";605;"Geprüft"
22.02.2007;"";605;"Geprüft"
01.03.2007;"";605;"Geprüft"
08.03.2007;"";605;"Geprüft"
15.03.2007;"";605;"Geprüft"
22.03.2007;"";605;"Geprüft"
01.04.2007;"";604;"Geprüft"
08.04.2007;"";604;"Geprüft"
15.04.2007;"";604;"Geprüft"
22.04.2007;"";604;"Geprüft"
01.05.2007;"";604;"Geprüft"
08.05.2007;"";605;"Geprüft"
15.05.2007;"";605;"Geprüft"
22.05.2007;"";605;"Geprüft"
01.06.2007;"";605;"Geprüft"
08.06.2007;"";607;"Geprüft"
15.06.2007;"";607;"Geprüft"
22.06.2007;"";606;"Geprüft"
01.07.2007;"";606;"Geprüft"
08.07.2007;"";607;"Geprüft"
15.07.2007;"";607;"Geprüft"
22.07.2007;"";607;"Geprüft"
01.08.2007;"";605;"Geprüft"
08.08.2007;"";605;"Geprüft"
15.08.2007;"";605;"Geprüft"
22.08.2007;"";605;"Geprüft"
01.09.2007;"";605;"Geprüft"
08.09.2007;"";605;"Geprüft"
15.09.2007;"";605;"Geprüft"
22.09.2007;"";605;"Geprüft"
01.10.2007;"";605;"Geprüft"
08.10.2007;"";604;"Geprüft"
15.10.2007;"";604;"Geprüft"
22.10.2007;"";604;"Geprüft"
01.11.2007;"";603;"Geprüft"
08.11.2007;"";602;"Geprüft"
15.11.2007;"";602;"Geprüft"
22.11.2007;"";602;"Geprüft"
01.12.2007;"";601;"Geprüft"
08.12.2007;"";601;"Geprüft"
15.12.2007;"";601;"Geprüft"
22.12.2007;"";601;"Geprüft"
01.01.2008;"";601;"Geprüft"
08.01.2008;"";600;"Geprüft"
15.01.2008;"";600;"Geprüft"
22.01.2008;"";600;"Geprüft"
01.02.2008;"";599;"Geprüft"
08.02.2008;"";598;"Geprüft"
15.02.2008;"";597;"Geprüft"
22.02.2008;"";597;"Geprüft"
01.03.2008;"";596;"Geprüft"
08.03.2008;"";594;"Geprüft"
15.03.2008;"";594;"Geprüft"
22.03.2008;"";594;"Geprüft"
01.04.2008;"";593;"Geprüft"
08.04.2008;"";592;"Geprüft"
15.04.2008;"";591;"Geprüft"
22.04.2008;"";591;"Geprüft"
01.05.2008;"";591;"Geprüft"
08.05.2008;"";590;"Geprüft"
15.05.2008;"";590;"Geprüft"
22.05.2008;"";589;"Geprüft"
01.06.2008;"";589;"Geprüft"
08.06.2008;"";590;"Geprüft"
15.06.2008;"";590;"Geprüft"
22.06.2008;"";590;"Geprüft"
01.07.2008;"";590;"Geprüft"
08.07.2008;"";589;"Geprüft"
15.07.2008;"";588;"Geprüft"
22.07.2008;"";588;"Geprüft"
01.08.2008;"";588;"Geprüft"
08.08.2008;"";588;"Geprüft"
15.08.2008;"";588;"Geprüft"
22.08.2008;"";588;"Geprüft"
01.09.2008;"";588;"Geprüft"
08.09.2008;"";588;"Geprüft"
15.09.2008;"";588;"Geprüft"
22.09.2008;"";589;"Geprüft"
01.10.2008;"";588;"Geprüft"
08.10.2008;"";588;"Geprüft"
15.10.2008;"";588;"Geprüft"
22.10.2008;"";588;"Geprüft"
01.11.2008;"";588;"Geprüft"
08.11.2008;"";588;"Geprüft"
15.11.2008;"";588;"Geprüft"
22.11.2008;"";589;"Geprüft"
01.12.2008;"";589;"Geprüft"
08.12.2008;"";589;"Geprüft"
15.12.2008;"";589;"Geprüft"
22.12.2008;"";589;"Geprüft"
01.01.2009;"";590;"Geprüft"
08.01.2009;"";591;"Geprüft"
15.01.2009;"";592;"Geprüft"
22.01.2009;"";592;"Geprüft"
01.02.2009;"";592;"Geprüft"
08.02.2009;"";591;"Geprüft"
15.02.2009;"";591;"Geprüft"
22.02.2009;"";592;"Geprüft"
01.03.2009;"";592;"Geprüft"
15.03.2009;"";593;"Geprüft"
22.03.2009;"";593;"Geprüft"
01.04.2009;"";593;"Geprüft"
08.04.2009;"";592;"Geprüft"
15.04.2009;"";592;"Geprüft"
22.04.2009;"";593;"Geprüft"
01.05.2009;"";594;"Geprüft"
08.05.2009;"";596;"Geprüft"
15.05.2009;"";597;"Geprüft"
22.05.2009;"";597;"Geprüft"
01.06.2009;"";597;"Geprüft"
08.06.2009;"";597;"Geprüft"
15.06.2009;"";597;"Geprüft"
22.06.2009;"";597;"Geprüft"
01.07.2009;"";597;"Geprüft"
08.07.2009;"";597;"Geprüft"
15.07.2009;"";597;"Geprüft"
22.07.2009;"";598;"Geprüft"
01.08.2009;"";598;"Geprüft"
08.08.2009;"";600;"Geprüft"
15.08.2009;"";602;"Geprüft"
22.08.2009;"";602;"Geprüft"
01.09.2009;"";603;"Geprüft"
08.09.2009;"";603;"Geprüft"
15.09.2009;"";603;"Geprüft"
22.09.2009;"";603;"Geprüft"
01.10.2009;"";604;"Geprüft"
08.10.2009;"";605;"Geprüft"
15.10.2009;"";605;"Geprüft"
22.10.2009;"";605;"Geprüft"
01.11.2009;"";605;"Geprüft"
08.11.2009;"";605;"Geprüft"
15.11.2009;"";605;"Geprüft"
22.11.2009;"";605;"Geprüft"
01.12.2009;"";605;"Geprüft"
08.12.2009;"";605;"Geprüft"
15.12.2009;"";605;"Geprüft"
22.12.2009;"";605;"Geprüft"
01.01.2010;"";605;"Geprüft"
08.01.2010;"";605;"Geprüft"
15.01.2010;"";604;"Geprüft"
22.01.2010;"";604;"Geprüft"
01.02.2010;"";604;"Geprüft"
08.02.2010;"";604;"Geprüft"
15.02.2010;"";604;"Geprüft"
22.02.2010;"";604;"Geprüft"
01.03.2010;"";604;"Geprüft"
08.03.2010;"";602;"Geprüft"
15.03.2010;"";601;"Geprüft"
22.03.2010;"";599;"Geprüft"
01.04.2010;"";598;"Geprüft"
08.04.2010;"";597;"Geprüft"
15.04.2010;"";597;"Geprüft"
22.04.2010;"";596;"Geprüft"
01.05.2010;"";596;"Geprüft"
08.05.2010;"";595;"Geprüft"
15.05.2010;"";595;"Geprüft"
22.05.2010;"";594;"Geprüft"
01.06.2010;"";594;"Geprüft"
08.06.2010;"";593;"Geprüft"
15.06.2010;"";593;"Geprüft"
22.06.2010;"";593;"Geprüft"
01.07.2010;"";593;"Geprüft"
08.07.2010;"";592;"Geprüft"
15.07.2010;"";592;"Geprüft"
22.07.2010;"";592;"Geprüft"
01.08.2010;"";592;"Geprüft"
08.08.2010;"";592;"Geprüft"
15.08.2010;"";592;"Geprüft"
22.08.2010;"";592;"Geprüft"
01.09.2010;"";592;"Geprüft"
08.09.2010;"";592;"Geprüft"
15.09.2010;"";592;"Geprüft"
22.09.2010;"";591;"Geprüft"
01.10.2010;"";590;"Geprüft"
08.10.2010;"";589;"Geprüft"
15.10.2010;"";589;"Geprüft"
22.10.2010;"";587;"Geprüft"
01.11.2010;"";586;"Geprüft"
08.11.2010;"";585;"Geprüft"
15.11.2010;"";585;"Geprüft"
22.11.2010;"";584;"Geprüft"
01.12.2010;"";583;"Geprüft"
08.12.2010;"";582;"Geprüft"
15.12.2010;"";582;"Geprüft"
22.12.2010;"";581;"Geprüft"
01.01.2011;"";580;"Geprüft"
08.01.2011;"";579;"Geprüft"
15.01.2011;"";579;"Geprüft"
22.01.2011;"";578;"Geprüft"
01.02.2011;"";575;"Geprüft"
08.02.2011;"";572;"Geprüft"
15.02.2011;"";570;"Geprüft"
22.02.2011;"";568;"Geprüft"
01.03.2011;"";568;"Geprüft"
08.03.2011;"";567;"Geprüft"
15.03.2011;"";566;"Geprüft"
22.03.2011;"";565;"Geprüft"
01.04.2011;"";563;"Geprüft"
08.04.2011;"";561;"Geprüft"
15.04.2011;"";560;"Geprüft"
22.04.2011;"";559;"Geprüft"
01.05.2011;"";559;"Geprüft"
08.05.2011;"";558;"Geprüft"
15.05.2011;"";557;"Geprüft"
22.05.2011;"";555;"Geprüft"
01.06.2011;"";554;"Geprüft"
08.06.2011;"";553;"Geprüft"
15.06.2011;"";553;"Geprüft"
22.06.2011;"";552;"Geprüft"
01.07.2011;"";552;"Geprüft"
08.07.2011;"";552;"Geprüft"
15.07.2011;"";551;"Geprüft"
22.07.2011;"";550;"Geprüft"
01.08.2011;"";549;"Geprüft"
08.08.2011;"";549;"Geprüft"
15.08.2011;"";548;"Geprüft"
22.08.2011;"";547;"Geprüft"
01.09.2011;"";546;"Geprüft"
08.09.2011;"";546;"Geprüft"
15.09.2011;"";547;"Geprüft"
22.09.2011;"";547;"Geprüft"
01.10.2011;"";547;"Geprüft"
08.10.2011;"";546;"Geprüft"
15.10.2011;"";546;"Geprüft"
22.10.2011;"";545;"Geprüft"
01.11.2011;"";546;"Geprüft"
08.11.2011;"";546;"Geprüft"
15.11.2011;"";546;"Geprüft"
22.11.2011;"";546;"Geprüft"
01.12.2011;"";546;"Geprüft"
08.12.2011;"";546;"Geprüft"
15.12.2011;"";546;"Geprüft"
22.12.2011;"";546;"Geprüft"
01.01.2012;"";545;"Geprüft"
08.01.2012;"";544;"Geprüft"
15.01.2012;"";544;"Geprüft"
22.01.2012;"";544;"Geprüft"
01.02.2012;"";544;"Geprüft"
08.02.2012;"";544;"Geprüft"
15.02.2012;"";544;"Geprüft"
22.02.2012;"";546;"Geprüft"
01.03.2012;"";544;"Geprüft"
08.03.2012;"";542;"Geprüft"
15.03.2012;"";542;"Geprüft"
22.03.2012;"";541;"Geprüft"
01.04.2012;"";541;"Geprüft"
08.04.2012;"";541;"Geprüft"
15.04.2012;"";541;"Geprüft"
22.04.2012;"";542;"Geprüft"
01.05.2012;"";542;"Geprüft"
08.05.2012;"";542;"Geprüft"
15.05.2012;"";542;"Geprüft"
22.05.2012;"";542;"Geprüft"
01.06.2012;"";543;"Geprüft"
08.06.2012;"";543;"Geprüft"
15.06.2012;"";543;"Geprüft"
22.06.2012;"";543;"Geprüft"
01.07.2012;"";543;"Geprüft"
08.07.2012;"";543;"Geprüft"
15.07.2012;"";543;"Geprüft"
22.07.2012;"";543;"Geprüft"
01.08.2012;"";545;"Geprüft"
08.08.2012;"";544;"Geprüft"
15.08.2012;"";544;"Geprüft"
22.08.2012;"";544;"Geprüft"
