"Datum";"Präfix";"Wasserstand(GOK) [cm u. GOK]";"Hinweise"
22.04.2000;"";2952;"Geprüft"
01.05.2000;"";2952;"Geprüft"
15.05.2000;"";2954;"Geprüft"
01.06.2000;"";2954;"Geprüft"
15.06.2000;"";2954;"Geprüft"
01.07.2000;"";2955;"Geprüft"
15.07.2000;"";2957;"Geprüft"
01.08.2000;"";2957;"Geprüft"
15.08.2000;"";2957;"Geprüft"
01.09.2000;"";2959;"Geprüft"
15.09.2000;"";2960;"Geprüft"
01.10.2000;"";2960;"Geprüft"
15.10.2000;"";2961;"Geprüft"
01.11.2000;"";2963;"Geprüft"
15.11.2000;"";2963;"Geprüft"
01.12.2000;"";2963;"Geprüft"
15.12.2000;"";2964;"Geprüft"
01.01.2001;"";2964;"Geprüft"
15.01.2001;"";2964;"Geprüft"
01.02.2001;"";2964;"Geprüft"
15.02.2001;"";2964;"Geprüft"
01.03.2001;"";2965;"Geprüft"
15.03.2001;"";2966;"Geprüft"
01.04.2001;"";2966;"Geprüft"
15.04.2001;"";2967;"Geprüft"
01.05.2001;"";2967;"Geprüft"
15.05.2001;"";2968;"Geprüft"
01.06.2001;"";2968;"Geprüft"
15.06.2001;"";2968;"Geprüft"
01.07.2001;"";2968;"Geprüft"
15.07.2001;"";2968;"Geprüft"
01.08.2001;"";2970;"Geprüft"
15.08.2001;"";2969;"Geprüft"
01.09.2001;"";2972;"Geprüft"
15.09.2001;"";2972;"Geprüft"
01.10.2001;"";2971;"Geprüft"
15.10.2001;"";2972;"Geprüft"
01.11.2001;"";2974;"Geprüft"
15.11.2001;"";2974;"Geprüft"
01.12.2001;"";2974;"Geprüft"
15.12.2001;"";2974;"Geprüft"
01.01.2002;"";2975;"Geprüft"
15.01.2002;"";2975;"Geprüft"
01.02.2002;"";2975;"Geprüft"
15.02.2002;"";2976;"Geprüft"
01.03.2002;"";2976;"Geprüft"
15.03.2002;"";2976;"Geprüft"
01.04.2002;"";2976;"Geprüft"
15.04.2002;"";2975;"Geprüft"
01.05.2002;"";2974;"Geprüft"
15.05.2002;"";2976;"Geprüft"
01.06.2002;"";2976;"Geprüft"
15.06.2002;"";2976;"Geprüft"
01.07.2002;"";2975;"Geprüft"
15.07.2002;"";2976;"Geprüft"
01.08.2002;"";2976;"Geprüft"
15.08.2002;"";2977;"Geprüft"
01.09.2002;"";2978;"Geprüft"
15.09.2002;"";2978;"Geprüft"
01.10.2002;"";2977;"Geprüft"
15.10.2002;"";2978;"Geprüft"
01.11.2002;"";2977;"Geprüft"
15.11.2002;"";2977;"Geprüft"
01.12.2002;"";2978;"Geprüft"
15.12.2002;"";2978;"Geprüft"
01.01.2003;"";2977;"Geprüft"
15.01.2003;"";2977;"Geprüft"
01.02.2003;"";2977;"Geprüft"
15.02.2003;"";2977;"Geprüft"
01.03.2003;"";2977;"Geprüft"
15.03.2003;"";2977;"Geprüft"
01.04.2003;"";2976;"Geprüft"
15.04.2003;"";2976;"Geprüft"
01.05.2003;"";2977;"Geprüft"
15.05.2003;"";2977;"Geprüft"
01.06.2003;"";2977;"Geprüft"
15.06.2003;"";2977;"Geprüft"
01.07.2003;"";2976;"Geprüft"
15.07.2003;"";2977;"Geprüft"
01.08.2003;"";2979;"Geprüft"
15.08.2003;"";2979;"Geprüft"
01.09.2003;"";2979;"Geprüft"
15.09.2003;"";2979;"Geprüft"
01.10.2003;"";2979;"Geprüft"
15.10.2003;"";2979;"Geprüft"
01.11.2003;"";2978;"Geprüft"
15.11.2003;"";2978;"Geprüft"
01.12.2003;"";2980;"Geprüft"
15.12.2003;"";2981;"Geprüft"
01.01.2004;"";2980;"Geprüft"
15.01.2004;"";2981;"Geprüft"
01.02.2004;"";2981;"Geprüft"
15.02.2004;"";2980;"Geprüft"
01.03.2004;"";2982;"Geprüft"
15.03.2004;"";2981;"Geprüft"
01.04.2004;"";2981;"Geprüft"
15.04.2004;"";2981;"Geprüft"
01.05.2004;"";2981;"Geprüft"
15.05.2004;"";2980;"Geprüft"
01.06.2004;"";2981;"Geprüft"
15.06.2004;"";2979;"Geprüft"
01.07.2004;"";2980;"Geprüft"
15.07.2004;"";2982;"Geprüft"
01.08.2004;"";2982;"Geprüft"
15.08.2004;"";2983;"Geprüft"
01.09.2004;"";2983;"Geprüft"
15.09.2004;"";2983;"Geprüft"
01.10.2004;"";2983;"Geprüft"
15.10.2004;"";2982;"Geprüft"
01.11.2004;"";2984;"Geprüft"
15.11.2004;"";2983;"Geprüft"
01.12.2004;"";2983;"Geprüft"
15.12.2004;"";2984;"Geprüft"
01.01.2005;"";2985;"Geprüft"
15.01.2005;"";2986;"Geprüft"
01.02.2005;"";2986;"Geprüft"
15.02.2005;"";2988;"Geprüft"
01.03.2005;"";2984;"Geprüft"
15.03.2005;"";2986;"Geprüft"
01.04.2005;"";2986;"Geprüft"
15.04.2005;"";2986;"Geprüft"
01.05.2005;"";2986;"Geprüft"
15.05.2005;"";2986;"Geprüft"
01.06.2005;"";2988;"Geprüft"
15.06.2005;"";2988;"Geprüft"
01.07.2005;"";2988;"Geprüft"
15.07.2005;"";2988;"Geprüft"
01.08.2005;"";2989;"Geprüft"
15.08.2005;"";2989;"Geprüft"
01.09.2005;"";2988;"Geprüft"
15.09.2005;"";2988;"Geprüft"
01.10.2005;"";2988;"Geprüft"
15.10.2005;"";2990;"Geprüft"
01.11.2005;"";2990;"Geprüft"
15.11.2005;"";2988;"Geprüft"
01.12.2005;"";2988;"Geprüft"
15.12.2005;"";2987;"Geprüft"
01.01.2006;"";2991;"Geprüft"
15.01.2006;"";2991;"Geprüft"
01.02.2006;"";2990;"Geprüft"
15.02.2006;"";2991;"Geprüft"
01.03.2006;"";2987;"Geprüft"
15.03.2006;"";2988;"Geprüft"
01.04.2006;"";2989;"Geprüft"
15.04.2006;"";2989;"Geprüft"
01.05.2006;"";2988;"Geprüft"
15.05.2006;"";2989;"Geprüft"
01.06.2006;"";2990;"Geprüft"
15.06.2006;"";2987;"Geprüft"
01.07.2006;"";2991;"Geprüft"
15.07.2006;"";2991;"Geprüft"
01.08.2006;"";2991;"Geprüft"
15.08.2006;"";2992;"Geprüft"
01.09.2006;"";2992;"Geprüft"
15.09.2006;"";2992;"Geprüft"
01.10.2006;"";2993;"Geprüft"
15.10.2006;"";2994;"Geprüft"
01.11.2006;"";2992;"Geprüft"
15.11.2006;"";2993;"Geprüft"
01.12.2006;"";2994;"Geprüft"
15.12.2006;"";2994;"Geprüft"
01.01.2007;"";2994;"Geprüft"
15.01.2007;"";2994;"Geprüft"
01.02.2007;"";2996;"Geprüft"
15.02.2007;"";2998;"Geprüft"
01.03.2007;"";2998;"Geprüft"
15.03.2007;"";2995;"Geprüft"
01.04.2007;"";2997;"Geprüft"
15.04.2007;"";2997;"Geprüft"
01.05.2007;"";2997;"Geprüft"
15.05.2007;"";2998;"Geprüft"
01.06.2007;"";2998;"Geprüft"
15.06.2007;"";2997;"Geprüft"
01.07.2007;"";2998;"Geprüft"
15.07.2007;"";2997;"Geprüft"
01.08.2007;"";2997;"Geprüft"
15.08.2007;"";2998;"Geprüft"
01.09.2007;"";2999;"Geprüft"
15.09.2007;"";3000;"Geprüft"
01.10.2007;"";2998;"Geprüft"
15.10.2007;"";2998;"Geprüft"
01.11.2007;"";3000;"Geprüft"
15.11.2007;"";3001;"Geprüft"
01.12.2007;"";3000;"Geprüft"
15.12.2007;"";3000;"Geprüft"
01.01.2008;"";3000;"Geprüft"
15.01.2008;"";3000;"Geprüft"
01.02.2008;"";3001;"Geprüft"
15.02.2008;"";3002;"Geprüft"
01.03.2008;"";2998;"Geprüft"
15.03.2008;"";2998;"Geprüft"
01.04.2008;"";2999;"Geprüft"
15.04.2008;"";3000;"Geprüft"
01.05.2008;"";2999;"Geprüft"
15.05.2008;"";2998;"Geprüft"
01.06.2008;"";2998;"Geprüft"
15.06.2008;"";2998;"Geprüft"
01.07.2008;"";2998;"Geprüft"
15.07.2008;"";2999;"Geprüft"
01.08.2008;"";2998;"Geprüft"
15.08.2008;"";2999;"Geprüft"
01.09.2008;"";2998;"Geprüft"
15.09.2008;"";3000;"Geprüft"
01.10.2008;"";3000;"Geprüft"
15.10.2008;"";3000;"Geprüft"
01.11.2008;"";3002;"Geprüft"
15.11.2008;"";3001;"Geprüft"
01.12.2008;"";3001;"Geprüft"
15.12.2008;"";3001;"Geprüft"
01.01.2009;"";3000;"Geprüft"
15.01.2009;"";3002;"Geprüft"
01.02.2009;"";2999;"Geprüft"
15.02.2009;"";2999;"Geprüft"
01.03.2009;"";3000;"Geprüft"
15.03.2009;"";3000;"Geprüft"
01.04.2009;"";3001;"Geprüft"
15.04.2009;"";3001;"Geprüft"
01.05.2009;"";3001;"Geprüft"
15.05.2009;"";3000;"Geprüft"
01.06.2009;"";3000;"Geprüft"
15.06.2009;"";3001;"Geprüft"
01.07.2009;"";3001;"Geprüft"
15.07.2009;"";3002;"Geprüft"
01.08.2009;"";3001;"Geprüft"
15.08.2009;"";3002;"Geprüft"
01.09.2009;"";3002;"Geprüft"
15.09.2009;"";3002;"Geprüft"
01.10.2009;"";3003;"Geprüft"
15.10.2009;"";3002;"Geprüft"
01.11.2009;"";3001;"Geprüft"
15.11.2009;"";3003;"Geprüft"
01.12.2009;"";3002;"Geprüft"
15.12.2009;"";3003;"Geprüft"
29.03.2010;"";3004;"Geprüft"
26.08.2010;"";2996;"Geprüft"
07.04.2011;"";2988;"Geprüft"
13.10.2011;"";2986;"Geprüft"
13.02.2013;"";2966;"Geprüft"
13.11.2019;"";3006;"Geprüft"
18.12.2019;"";3012;"Geprüft"
21.01.2020;"";3008;"Geprüft"
17.02.2020;"";3009;"Geprüft"
17.03.2020;"";3010;"Geprüft"
08.04.2020;"";3009;"Geprüft"
25.05.2020;"";3012;"Geprüft"
25.06.2020;"";3011;"Geprüft"
27.07.2020;"";3012;"Geprüft"
11.09.2020;"";3014;"Geprüft"
16.10.2020;"";3016;"Geprüft"
10.11.2020;"";3017;"Geprüft"
06.01.2021;"";3019;"Geprüft"
20.01.2021;"";3016;"Geprüft"
27.01.2021;"";3017;"Geprüft"
03.02.2021;"";3018;"Geprüft"
10.02.2021;"";3019;"Geprüft"
17.02.2021;"";3018;"Geprüft"
24.02.2021;"";3018;"Geprüft"
03.03.2021;"";3017;"Geprüft"
10.03.2021;"";3017;"Geprüft"
17.03.2021;"";3019;"Geprüft"
24.03.2021;"";3019;"Geprüft"
31.03.2021;"";3019;"Geprüft"
07.04.2021;"";3020;"Geprüft"
14.04.2021;"";3020;"Geprüft"
21.04.2021;"";3019;"Geprüft"
28.04.2021;"";3020;"Geprüft"
05.05.2021;"";3020;"Geprüft"
12.05.2021;"";3020;"Geprüft"
23.05.2021;"";3020;"Geprüft"
28.05.2021;"";3020;"Geprüft"
02.06.2021;"";3020;"Geprüft"
09.06.2021;"";3020;"Geprüft"
16.06.2021;"";3020;"Geprüft"
23.06.2021;"";3021;"Geprüft"
04.07.2021;"";3021;"Geprüft"
14.07.2021;"";3021;"Geprüft"
21.07.2021;"";3022;"Geprüft"
28.07.2021;"";3022;"Geprüft"
04.08.2021;"";3021;"Geprüft"
11.08.2021;"";3021;"Geprüft"
18.08.2021;"";3021;"Geprüft"
25.08.2021;"";3022;"Geprüft"
06.10.2021;"";3019;"Geprüft"
13.10.2021;"";3019;"Geprüft"
20.10.2021;"";3023;"Geprüft"
27.10.2021;"";3023;"Geprüft"
03.11.2021;"";3024;"Geprüft"
10.11.2021;"";3025;"Geprüft"
17.11.2021;"";3025;"Geprüft"
24.11.2021;"";3025;"Geprüft"
01.12.2021;"";3023;"Geprüft"
08.12.2021;"";3023;"Geprüft"
15.12.2021;"";3023;"Geprüft"
22.12.2021;"";3024;"Geprüft"
29.12.2021;"";3024;"Geprüft"
05.01.2022;"";3025;"Geprüft"
12.01.2022;"";3024;"Geprüft"
19.01.2022;"";3021;"Geprüft"
26.01.2022;"";3017;"Geprüft"
02.02.2022;"";3021;"Geprüft"
09.02.2022;"";3021;"Geprüft"
16.02.2022;"";3023;"Geprüft"
23.02.2022;"";3024;"Geprüft"
02.03.2022;"";3025;"Geprüft"
09.03.2022;"";3025;"Geprüft"
16.03.2022;"";3025;"Geprüft"
23.03.2022;"";3026;"Geprüft"
30.03.2022;"";3027;"Geprüft"
06.04.2022;"";3027;"Geprüft"
13.04.2022;"";3027;"Geprüft"
20.04.2022;"";3027;"Geprüft"
27.04.2022;"";3028;"Geprüft"
04.05.2022;"";3029;"Geprüft"
11.05.2022;"";3029;"Geprüft"
18.05.2022;"";3029;"Geprüft"
25.05.2022;"";3029;"Geprüft"
06.07.2022;"";3036;"Geprüft"
13.07.2022;"";3036;"Geprüft"
20.07.2022;"";3036;"Geprüft"
27.07.2022;"";3036;"Geprüft"
03.08.2022;"";3034;"Geprüft"
10.08.2022;"";3034;"Geprüft"
24.08.2022;"";3034;"Geprüft"
31.08.2022;"";3033;"Geprüft"
07.09.2022;"";3033;"Geprüft"
14.09.2022;"";3033;"Geprüft"
21.09.2022;"";3033;"Geprüft"
28.09.2022;"";3033;"Geprüft"
05.10.2022;"";3033;"Geprüft"
12.10.2022;"";3034;"Geprüft"
19.10.2022;"";3034;"Geprüft"
26.10.2022;"";3034;"Geprüft"
02.11.2022;"";3034;"Geprüft"
09.11.2022;"";3034;"Geprüft"
16.11.2022;"";3034;"Geprüft"
23.11.2022;"";3035;"Geprüft"
30.11.2022;"";3035;"Geprüft"
07.12.2022;"";3035;"Geprüft"
14.12.2022;"";3035;"Geprüft"
21.12.2022;"";3035;"Geprüft"
28.12.2022;"";3035;"Geprüft"
04.01.2023;"";3035;"Geprüft"
11.01.2023;"";3035;"Geprüft"
18.01.2023;"";3037;"Geprüft"
25.01.2023;"";3037;"Geprüft"
01.02.2023;"";3036;"Geprüft"
08.02.2023;"";3036;"Geprüft"
15.02.2023;"";3036;"Geprüft"
22.02.2023;"";3036;"Geprüft"
01.03.2023;"";3036;"Geprüft"
08.03.2023;"";3036;"Geprüft"
15.03.2023;"";3036;"Geprüft"
22.03.2023;"";3036;"Geprüft"
29.03.2023;"";3036;"Geprüft"
05.04.2023;"";3038;"Geprüft"
12.04.2023;"";3040;"Geprüft"
19.04.2023;"";3040;"Geprüft"
26.04.2023;"";3040;"Geprüft"
03.05.2023;"";3040;"Geprüft"
10.05.2023;"";3040;"Geprüft"
17.05.2023;"";3040;"Geprüft"
24.05.2023;"";3040;"Geprüft"
31.05.2023;"";3040;"Geprüft"
07.06.2023;"";3040;"Geprüft"
14.06.2023;"";3040;"Geprüft"
21.06.2023;"";3040;"Geprüft"
28.06.2023;"";3041;"Geprüft"
05.07.2023;"";3041;"Geprüft"
12.07.2023;"";3042;"Geprüft"
14.07.2023;"";3042;"Geprüft"
26.07.2023;"";3042;"Geprüft"
02.08.2023;"";3042;"Geprüft"
09.08.2023;"";3042;"Geprüft"
16.08.2023;"";3042;"Geprüft"
23.08.2023;"";3042;"Geprüft"
30.08.2023;"";3042;"Geprüft"
06.09.2023;"";3043;"Geprüft"
13.09.2023;"";3043;"Geprüft"
20.09.2023;"";3044;"Geprüft"
27.09.2023;"";3044;"Geprüft"
04.10.2023;"";3045;"Geprüft"
11.10.2023;"";3046;"Geprüft"
18.10.2023;"";3046;"Geprüft"
25.10.2023;"";3046;"Geprüft"
01.11.2023;"";3046;"Geprüft"
08.11.2023;"";3046;"Geprüft"
15.11.2023;"";3046;"Geprüft"
22.11.2023;"";3046;"Geprüft"
29.11.2023;"";3046;"Geprüft"
06.12.2023;"";3046;"Geprüft"
13.12.2023;"";3046;"Geprüft"
20.12.2023;"";3046;"Geprüft"
27.12.2023;"";3046;"Geprüft"
03.01.2024;"";3046;"Geprüft"
10.01.2024;"";3046;"Geprüft"
17.01.2024;"";3046;"Geprüft"
24.01.2024;"";3046;"Geprüft"
31.01.2024;"";3046;"Geprüft"
07.02.2024;"";3046;"Geprüft"
14.02.2024;"";3046;"Geprüft"
21.02.2024;"";3046;"Geprüft"
28.02.2024;"";3046;"Geprüft"
06.03.2024;"";3046;"Geprüft"
13.03.2024;"";3046;"Geprüft"
20.03.2024;"";3046;"Geprüft"
27.03.2024;"";3046;"Geprüft"
03.04.2024;"";3046;"Geprüft"
10.04.2024;"";3046;"Geprüft"
17.04.2024;"";3046;"Geprüft"
24.04.2024;"";3044;"Geprüft"
01.05.2024;"";3044;"Geprüft"
08.05.2024;"";3044;"Geprüft"
15.05.2024;"";3044;"Geprüft"
22.05.2024;"";3044;"Geprüft"
29.05.2024;"";3044;"Geprüft"
05.06.2024;"";3044;"Ungeprüft"
12.06.2024;"";3045;"Ungeprüft"
19.06.2024;"";3046;"Ungeprüft"
26.06.2024;"";3046;"Ungeprüft"
03.07.2024;"";3045;"Ungeprüft"
10.07.2024;"";3045;"Ungeprüft"
17.07.2024;"";3045;"Ungeprüft"
24.07.2024;"";3045;"Ungeprüft"
31.07.2024;"";3045;"Ungeprüft"
07.08.2024;"";3045;"Ungeprüft"
14.08.2024;"";3046;"Ungeprüft"
21.08.2024;"";3046;"Ungeprüft"
28.08.2024;"";3046;"Ungeprüft"
